Summary star rating,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,OP_12,SM_PART_NURSE,OP_17,SM_PART_GEN_SURG,SM_SS_CHECK,OP_25,MORT_30_PN,PSI_11_POST_RESP,PSI_6_IAT_PTX,PSI_13_POST_SEPSIS,COMP_HIP_KNEE,PSI_3_ULCER,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,MORT_30_STK,PSI_14_POSTOP_DEHIS,MORT_30_HF,PSI_90_SAFETY,PSI_15_ACC_LAC,MORT_30_COPD,PSI_8_POST_HIP,MORT_30_AMI,PSI_4_SURG_COMP,PSI_9_POST_HEM,HAI_1_SIR,HAI_3_SIR,HAI_2_SIR,HAI_4_SIR,HAI_5_SIR,HAI_6_SIR,EDAC_30_AMI,READM_30_AMI,EDAC_30_HF,READM_30_CABG,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,READM_30_COPD,READM_30_STK,READM_30_HF,READM_30_PN,MSPB_1,OP_10,OP_8,OP_13,OP_9,OP_14,OP_11,OP_20,OP_21,OP_22,OP_5,OP_4
3,NM,Acute Care Hospitals,Government - Federal,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,,,,N,,N,N,,14.5,,0.45,,,0.2,4.08,,,,2.23,11.0,0.99,0.87,7.5,0.1,,,4.96,,,,,,0.55,,,25.0,,17.0,,20.3,,22.7,18.6,0.79,,,,,,,,,,,
2,NM,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,No,N,Y,Yes,15.9,10.26,0.38,5.73,,0.18,3.99,,1.12,14.8,,12.2,0.91,0.87,8.1,0.1,13.3,,4.64,,,,,,1.226,,,18.7,,15.5,,21.1,11.9,20.2,14.6,0.88,2.8,,3.4,4.7,2.0,6.0,18.0,47.0,2.0,4.0,96.0
2,NM,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.6,11.89,0.39,5.73,,0.2,5.46,,1.11,14.4,,9.3,1.02,,9.4,0.1,13.3,,4.69,,,,,,0.0,,,16.0,,15.3,,19.1,12.6,21.3,16.7,0.91,10.6,,,8.2,,13.5,19.0,48.0,2.0,6.0,100.0
4,NM,Acute Care Hospitals,Government - Federal,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,N,No,N,Y,Yes,14.2,9.54,0.39,5.74,2.1,0.22,4.53,,1.11,,2.23,12.0,0.93,0.87,7.5,0.1,,,4.65,,,,,,0.804,,,-46.6,,14.7,4.4,19.7,,20.0,16.1,0.86,4.3,,,8.5,,2.5,20.0,39.0,2.0,6.0,97.0
3,NM,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.7,15.88,0.48,6.21,2.8,0.12,2.82,4.1,1.24,14.7,2.14,12.3,1.04,0.83,8.1,0.1,14.9,129.4,5.04,2.03,0.6729999999999999,0.513,,0.473,1.047,1.2,16.4,18.0,14.8,16.9,5.6,20.0,13.0,24.3,17.2,1.02,2.5,51.1,2.6,10.2,,0.9,22.0,48.0,4.0,,
4,NM,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,No,N,No,N,Y,Yes,17.3,10.95,0.39,6.03,2.6,0.21,3.65,,1.1,15.0,2.23,11.8,0.93,0.87,8.4,0.1,13.1,,4.5,,,,,,0.0,-3.6,16.6,-23.2,,15.7,4.6,19.0,12.8,22.1,16.4,0.99,6.7,,,,,0.0,28.0,53.0,1.0,4.0,97.0
3,NM,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,13.6,11.01,0.44,5.94,3.3,0.19,3.4,,1.3,,2.2,12.6,0.94,0.86,,0.1,,,4.5,0.0,0.0,1.146,,,1.846,,,-25.2,,14.5,4.7,19.2,,21.3,17.8,0.98,6.2,,4.3,7.8,0.0,0.0,57.0,77.0,4.0,12.0,84.0
4,NM,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,15.1,,,,,,,,,16.2,,10.2,,,7.1,,,,,,,,,,,,,9.7,,14.6,,19.0,12.4,22.1,16.1,,,,,,,,,,,,
3,NM,Critical Access Hospitals,Government - Local,Yes,Y,,,Same as the national average,,Above the national average,,,,,,,,16.9,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,15.2,,19.2,,,16.0,,8.0,,,6.9,0.7,2.6,13.0,27.0,,,
3,NM,Critical Access Hospitals,Proprietary,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.1,,,,2.8,,,,,14.3,,14.1,,,10.8,,,,,,,,,,0.0,,,47.5,,16.3,4.1,20.5,,23.6,17.3,,3.9,,3.6,10.8,,2.8,16.0,47.0,2.0,7.0,100.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,15.6,11.89,0.43,7.24,,0.16,4.27,,1.1,13.6,2.21,12.4,1.04,0.86,9.0,0.1,13.0,,4.86,2.982,0.746,1.491,,,2.13,1.2,15.8,1.8,,14.2,,19.5,11.3,19.5,15.2,0.95,8.2,,,14.1,,2.7,49.0,80.0,3.0,8.0,100.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,16.2,9.7,0.37,6.39,,0.39,6.35,,1.11,14.7,3.34,12.8,1.08,0.85,7.4,0.11,13.3,,4.7,0.0,0.0,0.173,,2.371,1.195,34.8,17.2,37.5,,17.9,,22.2,12.2,23.5,21.2,1.0,1.6,,7.3,,2.4,0.3,13.0,46.0,0.0,9.0,99.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,18.4,12.28,0.23,4.83,3.4,0.2,5.57,2.8,0.76,15.2,2.9,12.6,0.98,1.12,7.4,0.1,13.5,132.63,5.76,0.34700000000000003,0.5770000000000001,1.048,0.88,1.105,0.8220000000000001,15.3,16.8,41.1,14.2,15.6,4.3,19.4,10.9,22.7,16.0,0.97,8.4,,5.2,4.9,2.0,4.4,48.0,68.0,3.0,15.0,100.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.0,10.82,0.37,6.64,2.5,3.76,4.52,,1.12,15.0,,11.1,1.69,,9.1,0.1,14.0,,4.57,0.787,,2.2030000000000003,,,0.8420000000000001,-14.9,16.3,59.4,,16.4,4.2,22.3,13.8,22.9,18.9,1.03,4.9,,1.7,6.5,,0.0,38.0,78.0,7.0,4.0,100.0
3,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,,Same as the national average,Below the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,14.9,,0.39,,,0.22,4.21,,,,,12.5,0.98,,9.1,0.1,,,4.74,,,,,,0.0,,,80.0,,16.2,,20.5,,22.0,18.0,0.86,17.7,,,7.5,0.7,1.3,32.0,48.0,1.0,12.0,95.0
1,NY,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,14.0,20.82,0.36,6.31,,0.13,4.22,,1.1,14.1,,10.6,1.22,0.87,9.0,0.1,14.0,,5.08,0.847,0.366,1.345,0.0,1.366,0.622,72.6,16.8,54.5,,16.8,,20.7,12.2,25.7,20.3,0.93,6.6,,,6.7,0.6,0.0,76.0,95.0,5.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Yes,Y,Yes,Y,Y,Yes,18.8,16.85,0.43,5.31,2.3,0.32,4.27,,1.48,12.4,2.09,12.8,1.13,0.82,7.3,0.1,12.6,157.26,4.72,0.7440000000000001,1.016,0.209,,0.4,0.903,62.7,17.4,16.7,,15.5,4.3,21.7,13.3,23.6,18.6,0.91,10.7,34.6,,16.9,2.6,6.4,31.0,79.0,2.0,16.0,100.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,Y,Y,Yes,15.5,10.18,0.42,4.29,3.0,0.06,4.19,2.3,0.91,16.4,1.72,9.8,0.84,1.27,7.6,0.09,14.0,148.9,5.08,0.792,0.841,1.248,0.0,0.385,0.8320000000000001,14.5,17.5,53.6,12.5,16.8,4.3,20.0,14.6,21.5,18.9,0.99,5.8,,5.3,14.2,1.4,0.0,67.0,36.0,2.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.9,10.4,0.39,5.75,,0.4,6.33,,1.12,16.4,2.22,12.2,1.06,0.87,9.2,0.1,15.2,,4.27,0.6579999999999999,1.337,2.157,1.938,0.544,0.873,14.3,16.2,47.1,,16.0,,21.1,14.6,23.6,19.2,1.03,7.5,,0.0,7.1,2.1,0.0,77.0,94.0,2.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,,Yes,Y,Yes,Y,Y,Yes,16.9,,0.52,,,0.09,3.59,,,14.3,2.2,8.7,0.93,0.85,7.6,0.09,12.2,,4.47,,,1.403,,1.308,1.702,77.3,16.3,56.4,,17.4,,19.8,12.6,22.8,21.9,1.02,0.0,,,,4.7,,37.0,56.0,1.0,18.0,95.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,15.4,15.03,0.3,8.38,3.5,0.06,5.76,2.3,0.92,13.4,2.51,11.4,1.16,1.56,8.7,0.1,12.5,147.09,2.88,1.08,0.433,0.331,0.718,0.34,1.097,11.2,16.3,26.2,11.4,16.7,5.7,23.6,12.5,22.5,20.6,0.97,9.4,37.0,5.7,19.9,1.7,4.0,29.0,59.0,2.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.9,6.98,0.4,6.69,3.3,0.43,6.02,2.0,0.96,12.1,1.98,9.2,0.98,1.17,6.9,0.09,11.0,115.12,3.49,1.33,0.905,1.023,0.701,1.76,0.7559999999999999,34.4,18.2,49.5,13.7,15.8,4.6,19.7,13.8,21.8,18.1,0.98,4.5,,6.9,23.4,2.6,2.8,27.0,66.0,3.0,7.0,95.0
1,NY,Acute Care Hospitals,Government - Local,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,21.8,11.34,0.49,5.84,,0.37,5.9,,1.12,20.3,2.22,10.4,1.08,0.87,10.2,0.12,15.5,,4.73,0.698,,0.512,,0.672,0.398,6.9,16.1,68.5,,18.6,,21.8,14.3,24.7,19.3,0.98,6.6,,,26.9,9.4,8.4,40.0,52.0,1.0,18.0,86.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,,Yes,N,Yes,N,Y,Yes,16.6,18.53,0.38,8.34,2.6,0.1,6.46,,1.1,13.5,2.18,11.9,1.33,0.85,6.9,0.1,12.0,,4.52,1.89,3.777,2.385,1.152,1.454,1.245,-15.8,16.9,66.3,,17.9,4.0,23.7,13.6,24.5,18.9,1.02,2.4,,,13.7,,0.6,18.0,65.0,29.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,,Yes,Y,Yes,Y,Y,Yes,14.1,13.96,0.37,7.16,4.5,0.19,4.36,,1.11,15.6,2.2,10.5,1.08,0.86,7.5,0.1,12.3,,4.55,0.627,,0.392,,,1.107,,,64.6,,16.3,4.8,21.3,11.4,27.4,19.1,0.91,13.0,,,3.3,1.1,1.6,19.0,46.0,1.0,13.0,96.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,19.1,10.74,0.45,6.64,3.4,0.22,4.05,,1.12,,,14.3,0.99,,9.0,0.12,13.4,,4.72,,,,,,0.0,-13.6,16.1,25.7,,15.0,4.6,20.2,,22.6,15.8,0.93,4.5,,,9.7,0.4,2.0,18.0,39.0,0.0,8.0,98.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,18.8,7.52,0.37,5.38,2.5,0.27,3.7,2.8,1.36,15.9,2.05,13.0,0.85,0.82,8.8,0.09,14.0,134.2,4.87,0.828,1.745,1.76,1.308,1.101,0.8190000000000001,25.9,14.7,30.4,13.0,15.8,4.3,22.3,12.2,22.9,17.4,1.07,0.4,,6.6,,1.4,0.0,42.0,82.0,4.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,19.3,11.82,0.45,5.35,3.2,0.1,6.12,,1.03,17.0,2.7,12.7,1.02,0.84,10.4,0.09,16.0,131.52,4.77,1.024,0.519,1.053,,1.472,1.419,7.0,16.3,17.4,,16.4,5.6,21.0,12.5,22.6,18.6,1.02,3.7,,5.1,19.1,,0.2,48.0,78.0,4.0,16.0,96.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,16.5,14.67,0.3,5.44,1.7,0.21,4.17,,1.05,12.2,2.54,9.8,1.03,0.81,7.7,0.11,11.8,136.53,5.45,0.928,1.635,0.458,0.0,0.403,0.797,5.6,15.6,39.0,,16.0,5.0,22.3,11.9,23.0,18.9,1.04,0.7,,,27.6,3.0,0.0,38.0,50.0,1.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,13.2,12.36,0.38,4.76,2.9,0.19,4.02,2.7,1.14,15.0,2.67,9.3,0.92,0.81,6.9,0.11,13.3,132.73,3.7,0.877,0.6729999999999999,0.428,1.409,0.698,0.414,36.4,18.8,51.8,12.3,16.3,4.1,20.7,12.4,23.8,18.0,0.96,6.1,,4.3,12.0,3.3,0.7,26.0,50.0,1.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,Y,Y,Yes,16.7,15.16,0.48,6.3,2.0,0.15,3.41,,1.11,16.3,2.2,14.7,1.05,0.87,8.7,0.1,14.4,,4.51,0.0,0.715,0.0,,0.698,0.207,-13.1,15.8,43.1,,16.0,4.1,20.1,11.9,20.8,17.3,0.93,5.1,,,9.6,4.4,0.3,11.0,49.0,0.0,16.0,96.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,Y,Yes,Y,N,No,18.3,11.02,0.43,5.44,1.6,0.6,4.42,,1.11,13.0,2.22,11.4,1.03,0.87,8.8,0.1,13.0,,4.52,,,1.514,,,1.607,-9.3,16.4,1.3,,15.4,4.2,21.0,11.4,21.8,16.7,0.96,5.6,,7.8,24.1,1.4,1.8,18.0,54.0,1.0,11.0,96.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,17.1,16.63,0.42,6.17,2.6,0.46,5.71,2.9,1.05,12.2,2.6,11.6,1.24,0.8,7.2,0.09,12.6,137.22,5.24,1.92,0.667,0.474,0.0,0.602,0.85,35.3,16.6,80.2,14.1,15.8,3.7,19.3,13.7,23.6,18.6,1.03,5.6,,5.6,28.5,3.5,0.0,34.0,62.0,3.0,,
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,17.7,9.75,0.55,5.47,2.8,0.11,5.09,,1.1,13.9,2.21,11.4,0.95,0.86,7.6,0.1,13.6,,4.78,0.51,2.775,0.0,0.0,1.295,0.721,111.1,17.5,145.6,,17.4,4.0,20.8,14.1,28.7,20.8,1.04,12.6,,,16.3,4.7,2.3,48.0,85.0,4.0,18.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,13.9,15.17,0.37,5.86,2.1,0.06,5.47,3.0,1.07,14.5,1.86,11.8,1.09,0.73,7.4,0.09,12.8,144.04,5.76,0.6659999999999999,1.225,1.17,1.479,0.807,0.7979999999999999,19.2,15.3,20.3,13.1,14.9,3.8,19.8,11.2,20.9,17.2,0.94,6.0,,5.4,16.5,1.5,4.1,43.0,79.0,2.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.1,8.91,0.38,5.59,3.5,0.18,6.75,,1.11,15.4,2.23,11.6,0.99,0.87,9.5,0.1,,,4.49,0.542,1.1740000000000002,1.307,,,1.561,,,79.8,,16.8,4.2,22.1,12.9,25.1,19.8,0.92,10.0,,2.6,13.1,1.2,7.0,16.0,55.0,0.0,8.0,99.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,12.4,12.77,0.36,8.05,2.1,0.96,8.59,2.5,1.22,12.6,2.92,8.8,1.44,0.71,6.1,0.08,12.3,148.39,5.4,1.042,1.214,1.558,1.499,1.173,1.203,42.2,17.5,68.5,14.5,17.3,4.0,22.5,13.4,24.5,19.4,0.96,6.9,35.9,6.4,5.4,1.3,2.3,73.0,100.0,3.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,14.9,8.74,0.38,5.41,3.8,0.38,4.19,,1.11,13.1,2.17,11.4,0.91,0.86,7.9,0.14,12.8,,4.2,2.477,0.0,0.848,,0.597,0.871,9.1,15.9,58.0,,15.7,5.2,20.4,12.9,26.3,19.0,1.06,9.4,38.5,5.9,23.2,1.4,0.2,40.0,74.0,2.0,8.0,98.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.8,12.62,0.49,5.65,,0.2,6.03,,1.1,,2.23,12.8,1.07,0.87,9.4,0.12,12.9,,4.48,1.528,1.507,1.416,,,0.541,,,37.5,,16.0,,20.3,,22.6,14.8,0.92,5.2,,5.7,6.2,,3.9,36.0,78.0,8.0,10.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,Y,Y,Yes,19.3,10.87,0.38,5.83,2.6,0.2,3.87,,1.11,,,13.5,0.93,,8.6,0.1,13.5,,4.65,,,0.6579999999999999,,,0.726,,,24.4,,15.2,4.6,20.7,,23.8,15.9,0.94,9.7,,,14.7,,6.5,28.0,42.0,1.0,12.0,99.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.7,11.82,0.49,6.34,2.2,0.19,4.3,,1.11,18.6,2.22,12.4,1.01,0.87,8.1,0.1,15.3,,4.55,1.04,1.406,0.0,,,1.375,,,97.8,,16.6,4.5,19.6,12.0,25.5,18.8,0.87,7.9,,6.3,15.6,,0.0,39.0,38.0,1.0,12.0,97.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,20.1,10.38,0.34,7.29,2.6,0.85,4.87,,1.03,13.0,2.11,13.0,1.17,0.82,9.5,0.1,13.8,147.89,6.35,0.31,2.1630000000000003,1.123,1.797,0.0,0.593,35.5,15.9,68.4,,14.4,4.4,18.1,12.5,22.7,18.7,1.01,2.5,,6.1,10.6,1.4,0.0,26.0,65.0,2.0,16.0,93.0
4,NY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.3,9.79,0.44,6.4,2.1,0.62,4.04,,1.08,13.1,2.17,15.0,1.03,0.85,8.9,0.1,14.1,,4.93,,0.625,,,,3.729,,,-6.1,,15.2,3.6,20.3,12.8,22.7,15.4,0.88,4.4,,6.5,24.9,0.5,2.1,20.0,50.0,0.0,12.0,100.0
2,NY,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,17.6,10.97,0.48,5.65,,0.14,3.85,,1.11,14.8,,11.3,0.93,0.87,7.5,0.1,12.4,,4.46,0.374,0.964,0.0,,1.212,0.273,,,57.4,,18.0,,22.1,13.5,26.6,18.7,1.03,2.2,,,,,0.0,95.0,65.0,15.0,13.0,97.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.3,10.69,0.38,6.56,3.4,0.68,4.66,,1.12,15.2,2.23,12.2,1.09,0.87,8.0,0.1,14.0,,4.63,,,,,,0.0,14.2,16.0,26.0,,16.1,4.5,20.0,11.9,22.3,17.1,0.77,5.3,36.5,6.3,9.6,1.3,0.0,8.0,42.0,0.0,6.0,96.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Yes,Y,Yes,Y,Y,Yes,17.5,10.29,0.38,5.71,3.2,0.2,4.7,,1.12,14.8,2.23,11.5,0.95,0.87,8.2,0.1,12.9,,4.97,,,1.6880000000000002,,,1.431,23.3,16.0,5.8,,16.0,4.0,21.9,11.9,20.3,18.2,0.87,6.5,45.0,4.5,4.4,1.7,0.0,22.0,53.0,1.0,15.0,94.0
2,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Below the national average,,Yes,Y,Yes,N,Y,Yes,15.6,,0.44,,,0.19,4.74,,,13.9,,11.8,1.02,,8.0,0.1,13.3,,4.55,,,,,,2.1,,,52.8,,15.8,,19.6,12.2,22.4,17.7,1.13,2.9,,,7.8,,2.4,25.0,77.0,1.0,14.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,13.5,,0.38,,,0.21,4.02,,,,,13.6,0.96,,7.5,0.1,,,4.7,,,,,,0.0,,,-34.5,,15.2,,20.4,,20.2,15.4,0.97,10.5,,,24.3,1.0,1.4,24.0,67.0,1.0,6.0,97.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,No,Y,Y,Yes,14.5,12.1,0.42,7.65,2.8,0.12,3.4,3.0,1.07,16.0,2.12,12.5,1.0,0.84,9.0,0.1,14.5,122.4,4.16,1.179,0.8270000000000001,0.792,,0.6659999999999999,1.391,45.9,17.2,25.5,13.3,16.0,5.3,21.8,11.1,22.6,21.4,0.95,6.5,35.6,3.8,7.5,2.4,1.9,37.0,68.0,3.0,,
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,18.5,11.51,0.57,6.31,2.5,0.15,3.45,,1.11,13.9,3.98,10.2,0.98,0.85,6.9,0.1,16.2,,5.36,1.151,0.91,1.11,,0.68,1.122,-26.1,16.1,32.8,,16.8,4.1,20.0,11.0,23.8,17.1,1.02,10.4,33.3,6.3,12.9,2.5,0.9,22.0,64.0,1.0,7.0,100.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,18.3,,0.39,,,0.73,4.15,,,,,14.8,1.17,,9.4,0.1,,,4.74,,,,,,0.93,,,-7.0,,14.8,,18.8,,21.5,16.4,0.89,7.1,,,7.7,,2.2,20.0,35.0,0.0,10.0,98.0
3,NY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average,Below the national average,Yes,Y,Yes,Y,Y,Yes,13.2,13.9,0.49,5.08,2.8,0.17,3.95,1.3,0.72,12.1,1.43,7.7,1.02,0.7,5.6,0.07,10.4,121.63,8.86,1.035,0.843,0.775,0.233,0.936,1.046,14.6,17.0,24.1,14.4,15.2,4.2,20.6,14.2,21.6,17.0,0.98,17.6,50.9,6.8,10.6,2.5,1.0,20.0,59.0,1.0,,
4,NY,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.6,8.82,0.35,6.14,2.7,0.14,3.87,,1.09,13.7,2.18,13.9,0.87,0.85,8.5,0.1,14.5,,4.33,0.0,1.533,0.649,,0.735,0.962,46.0,16.9,24.7,,14.7,3.7,18.5,12.2,20.6,16.9,0.99,2.9,,3.3,10.3,,3.0,25.0,59.0,2.0,17.0,99.0
